robot_x,robot_y,robot_z,robot_rx,robot_ry,robot_rz,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w,aurora_quality
95.0,30.0,-270.0,30.0,0.0,0.0,-11.35953,17.39204,-141.3983,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,30.0,-270.0,30.0,0.0,30.0,-11.35953,17.39204,-141.3983,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,30.0,-270.0,30.0,0.0,60.0,-11.35953,17.39204,-141.3983,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,30.0,-270.0,30.0,0.0,90.0,-11.35953,17.39204,-141.3983,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,30.0,-270.0,30.0,30.0,0.0,-11.35953,17.39204,-141.3983,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,30.0,-270.0,30.0,30.0,30.0,-11.35953,17.39204,-141.3983,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,30.0,-270.0,30.0,30.0,60.0,-11.35953,17.39204,-141.3983,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,30.0,-270.0,30.0,30.0,90.0,-11.35953,17.39204,-141.3983,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,30.0,-270.0,30.0,60.0,0.0,-11.35953,17.39204,-141.3983,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,30.0,-270.0,30.0,60.0,30.0,-11.35953,17.39204,-141.3983,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,30.0,-270.0,30.0,60.0,60.0,-11.35953,17.39204,-141.3983,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,30.0,-270.0,30.0,60.0,90.0,-11.35953,17.39204,-141.3983,0.08042,-0.57737,-0.01203,0.81243,0.1
95.0,30.0,-250.0,0.0,0.0,0.0,-2.02164,8.16425,-126.31017,0.73994,0.19827,-0.16637,-0.62089,0.1
95.0,30.0,-250.0,0.0,0.0,30.0,-2.02164,8.16425,-126.31017,-0.62085,-0.43024,0.16961,0.63298,0.1
95.0,30.0,-250.0,0.0,0.0,60.0,-2.02164,8.16425,-126.31017,0.45946,0.63289,-0.16129,-0.60195,0.1
95.0,30.0,-250.0,0.0,0.0,90.0,-2.02164,8.16425,-126.31017,0.26675,0.7924,-0.14198,-0.52989,0.1
95.0,30.0,-250.0,0.0,30.0,0.0,-2.02164,8.16425,-126.31017,-0.56811,-0.10569,0.21123,0.78833,0.1
95.0,30.0,-250.0,0.0,30.0,30.0,-2.02164,8.16425,-126.31017,-0.45206,-0.33599,0.21386,0.79813,0.1
95.0,30.0,-250.0,0.0,30.0,60.0,-2.02164,8.16425,-126.31017,-0.2975,-0.53916,0.20393,0.76106,0.1
95.0,30.0,-250.0,0.0,30.0,90.0,-2.02164,8.16425,-126.31017,0.11516,0.70135,-0.18207,-0.67948,0.1
95.0,30.0,-250.0,0.0,60.0,0.0,-2.02164,8.16425,-126.31017,-0.35755,-0.00592,0.2417,0.90205,0.1
95.0,30.0,-250.0,0.0,60.0,30.0,-2.02164,8.16425,-126.31017,-0.24714,-0.22931,0.24367,0.90938,0.1
95.0,30.0,-250.0,0.0,60.0,60.0,-2.02164,8.16425,-126.31017,-0.10291,-0.42818,0.23237,0.86722,0.1
95.0,30.0,-250.0,0.0,60.0,90.0,-2.02164,8.16425,-126.31017,0.06485,-0.58889,0.20851,0.77816,0.1
95.0,30.0,-250.0,30.0,0.0,0.0,-2.02164,8.16425,-126.31017,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,30.0,-250.0,30.0,0.0,30.0,-2.02164,8.16425,-126.31017,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,30.0,-250.0,30.0,0.0,60.0,-2.02164,8.16425,-126.31017,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,30.0,-250.0,30.0,0.0,90.0,-2.02164,8.16425,-126.31017,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,30.0,-250.0,30.0,30.0,0.0,-2.02164,8.16425,-126.31017,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,30.0,-250.0,30.0,30.0,30.0,-2.02164,8.16425,-126.31017,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,30.0,-250.0,30.0,30.0,60.0,-2.02164,8.16425,-126.31017,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,30.0,-250.0,30.0,30.0,90.0,-2.02164,8.16425,-126.31017,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,30.0,-250.0,30.0,60.0,0.0,-2.02164,8.16425,-126.31017,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,30.0,-250.0,30.0,60.0,30.0,-2.02164,8.16425,-126.31017,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,30.0,-250.0,30.0,60.0,60.0,-2.02164,8.16425,-126.31017,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,30.0,-250.0,30.0,60.0,90.0,-2.02164,8.16425,-126.31017,0.08042,-0.57737,-0.01203,0.81243,0.1
95.0,50.0,-350.0,0.0,0.0,0.0,-32.76994,66.08455,-204.41126,0.73994,0.19827,-0.16637,-0.62089,0.1
95.0,50.0,-350.0,0.0,0.0,30.0,-32.76994,66.08455,-204.41126,-0.62085,-0.43024,0.16961,0.63298,0.1
95.0,50.0,-350.0,0.0,0.0,60.0,-32.76994,66.08455,-204.41126,0.45946,0.63289,-0.16129,-0.60195,0.1
95.0,50.0,-350.0,0.0,0.0,90.0,-32.76994,66.08455,-204.41126,0.26675,0.7924,-0.14198,-0.52989,0.1
95.0,50.0,-350.0,0.0,30.0,0.0,-32.76994,66.08455,-204.41126,-0.56811,-0.10569,0.21123,0.78833,0.1
95.0,50.0,-350.0,0.0,30.0,30.0,-32.76994,66.08455,-204.41126,-0.45206,-0.33599,0.21386,0.79813,0.1
95.0,50.0,-350.0,0.0,30.0,60.0,-32.76994,66.08455,-204.41126,-0.2975,-0.53916,0.20393,0.76106,0.1
95.0,50.0,-350.0,0.0,30.0,90.0,-32.76994,66.08455,-204.41126,0.11516,0.70135,-0.18207,-0.67948,0.1
95.0,50.0,-350.0,0.0,60.0,0.0,-32.76994,66.08455,-204.41126,-0.35755,-0.00592,0.2417,0.90205,0.1
95.0,50.0,-350.0,0.0,60.0,30.0,-32.76994,66.08455,-204.41126,-0.24714,-0.22931,0.24367,0.90938,0.1
95.0,50.0,-350.0,0.0,60.0,60.0,-32.76994,66.08455,-204.41126,-0.10291,-0.42818,0.23237,0.86722,0.1
95.0,50.0,-350.0,0.0,60.0,90.0,-32.76994,66.08455,-204.41126,0.06485,-0.58889,0.20851,0.77816,0.1
95.0,50.0,-350.0,30.0,0.0,0.0,-32.76994,66.08455,-204.41126,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,50.0,-350.0,30.0,0.0,30.0,-32.76994,66.08455,-204.41126,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,50.0,-350.0,30.0,0.0,60.0,-32.76994,66.08455,-204.41126,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,50.0,-350.0,30.0,0.0,90.0,-32.76994,66.08455,-204.41126,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,50.0,-350.0,30.0,30.0,0.0,-32.76994,66.08455,-204.41126,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,50.0,-350.0,30.0,30.0,30.0,-32.76994,66.08455,-204.41126,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,50.0,-350.0,30.0,30.0,60.0,-32.76994,66.08455,-204.41126,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,50.0,-350.0,30.0,30.0,90.0,-32.76994,66.08455,-204.41126,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,50.0,-350.0,30.0,60.0,0.0,-32.76994,66.08455,-204.41126,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,50.0,-350.0,30.0,60.0,30.0,-32.76994,66.08455,-204.41126,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,50.0,-350.0,30.0,60.0,60.0,-32.76994,66.08455,-204.41126,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,50.0,-350.0,30.0,60.0,90.0,-32.76994,66.08455,-204.41126,0.08042,-0.57737,-0.01203,0.81243,0.1
95.0,50.0,-330.0,0.0,0.0,0.0,-23.43204,56.85676,-189.32313,0.73994,0.19827,-0.16637,-0.62089,0.1
95.0,50.0,-330.0,0.0,0.0,30.0,-23.43204,56.85676,-189.32313,-0.62085,-0.43024,0.16961,0.63298,0.1
95.0,50.0,-330.0,0.0,0.0,60.0,-23.43204,56.85676,-189.32313,0.45946,0.63289,-0.16129,-0.60195,0.1
95.0,50.0,-330.0,0.0,0.0,90.0,-23.43204,56.85676,-189.32313,0.26675,0.7924,-0.14198,-0.52989,0.1
95.0,50.0,-330.0,0.0,30.0,0.0,-23.43204,56.85676,-189.32313,-0.56811,-0.10569,0.21123,0.78833,0.1
95.0,50.0,-330.0,0.0,30.0,30.0,-23.43204,56.85676,-189.32313,-0.45206,-0.33599,0.21386,0.79813,0.1
95.0,50.0,-330.0,0.0,30.0,60.0,-23.43204,56.85676,-189.32313,-0.2975,-0.53916,0.20393,0.76106,0.1
95.0,50.0,-330.0,0.0,30.0,90.0,-23.43204,56.85676,-189.32313,0.11516,0.70135,-0.18207,-0.67948,0.1
95.0,50.0,-330.0,0.0,60.0,0.0,-23.43204,56.85676,-189.32313,-0.35755,-0.00592,0.2417,0.90205,0.1
95.0,50.0,-330.0,0.0,60.0,30.0,-23.43204,56.85676,-189.32313,-0.24714,-0.22931,0.24367,0.90938,0.1
95.0,50.0,-330.0,0.0,60.0,60.0,-23.43204,56.85676,-189.32313,-0.10291,-0.42818,0.23237,0.86722,0.1
95.0,50.0,-330.0,0.0,60.0,90.0,-23.43204,56.85676,-189.32313,0.06485,-0.58889,0.20851,0.77816,0.1
95.0,50.0,-330.0,30.0,0.0,0.0,-23.43204,56.85676,-189.32313,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,50.0,-330.0,30.0,0.0,30.0,-23.43204,56.85676,-189.32313,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,50.0,-330.0,30.0,0.0,60.0,-23.43204,56.85676,-189.32313,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,50.0,-330.0,30.0,0.0,90.0,-23.43204,56.85676,-189.32313,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,50.0,-330.0,30.0,30.0,0.0,-23.43204,56.85676,-189.32313,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,50.0,-330.0,30.0,30.0,30.0,-23.43204,56.85676,-189.32313,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,50.0,-330.0,30.0,30.0,60.0,-23.43204,56.85676,-189.32313,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,50.0,-330.0,30.0,30.0,90.0,-23.43204,56.85676,-189.32313,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,50.0,-330.0,30.0,60.0,0.0,-23.43204,56.85676,-189.32313,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,50.0,-330.0,30.0,60.0,30.0,-23.43204,56.85676,-189.32313,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,50.0,-330.0,30.0,60.0,60.0,-23.43204,56.85676,-189.32313,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,50.0,-330.0,30.0,60.0,90.0,-23.43204,56.85676,-189.32313,0.08042,-0.57737,-0.01203,0.81243,0.1
95.0,50.0,-310.0,0.0,0.0,0.0,-14.09415,47.62898,-174.235,0.73994,0.19827,-0.16637,-0.62089,0.1
95.0,50.0,-310.0,0.0,0.0,30.0,-14.09415,47.62898,-174.235,-0.62085,-0.43024,0.16961,0.63298,0.1
95.0,50.0,-310.0,0.0,0.0,60.0,-14.09415,47.62898,-174.235,0.45946,0.63289,-0.16129,-0.60195,0.1
95.0,50.0,-310.0,0.0,0.0,90.0,-14.09415,47.62898,-174.235,0.26675,0.7924,-0.14198,-0.52989,0.1
95.0,50.0,-310.0,0.0,30.0,0.0,-14.09415,47.62898,-174.235,-0.56811,-0.10569,0.21123,0.78833,0.1
95.0,50.0,-310.0,0.0,30.0,30.0,-14.09415,47.62898,-174.235,-0.45206,-0.33599,0.21386,0.79813,0.1
95.0,50.0,-310.0,0.0,30.0,60.0,-14.09415,47.62898,-174.235,-0.2975,-0.53916,0.20393,0.76106,0.1
95.0,50.0,-310.0,0.0,30.0,90.0,-14.09415,47.62898,-174.235,0.11516,0.70135,-0.18207,-0.67948,0.1
95.0,50.0,-310.0,0.0,60.0,0.0,-14.09415,47.62898,-174.235,-0.35755,-0.00592,0.2417,0.90205,0.1
95.0,50.0,-310.0,0.0,60.0,30.0,-14.09415,47.62898,-174.235,-0.24714,-0.22931,0.24367,0.90938,0.1
95.0,50.0,-310.0,0.0,60.0,60.0,-14.09415,47.62898,-174.235,-0.10291,-0.42818,0.23237,0.86722,0.1
95.0,50.0,-310.0,0.0,60.0,90.0,-14.09415,47.62898,-174.235,0.06485,-0.58889,0.20851,0.77816,0.1
95.0,50.0,-310.0,30.0,0.0,0.0,-14.09415,47.62898,-174.235,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,50.0,-310.0,30.0,0.0,30.0,-14.09415,47.62898,-174.235,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,50.0,-310.0,30.0,0.0,60.0,-14.09415,47.62898,-174.235,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,50.0,-310.0,30.0,0.0,90.0,-14.09415,47.62898,-174.235,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,50.0,-310.0,30.0,30.0,0.0,-14.09415,47.62898,-174.235,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,50.0,-310.0,30.0,30.0,30.0,-14.09415,47.62898,-174.235,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,50.0,-310.0,30.0,30.0,60.0,-14.09415,47.62898,-174.235,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,50.0,-310.0,30.0,30.0,90.0,-14.09415,47.62898,-174.235,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,50.0,-310.0,30.0,60.0,0.0,-14.09415,47.62898,-174.235,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,50.0,-310.0,30.0,60.0,30.0,-14.09415,47.62898,-174.235,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,50.0,-310.0,30.0,60.0,60.0,-14.09415,47.62898,-174.235,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,50.0,-310.0,30.0,60.0,90.0,-14.09415,47.62898,-174.235,0.08042,-0.57737,-0.01203,0.81243,0.1
95.0,50.0,-290.0,0.0,0.0,0.0,-4.75625,38.40119,-159.14687,0.73994,0.19827,-0.16637,-0.62089,0.1
95.0,50.0,-290.0,0.0,0.0,30.0,-4.75625,38.40119,-159.14687,-0.62085,-0.43024,0.16961,0.63298,0.1
95.0,50.0,-290.0,0.0,0.0,60.0,-4.75625,38.40119,-159.14687,0.45946,0.63289,-0.16129,-0.60195,0.1
95.0,50.0,-290.0,0.0,0.0,90.0,-4.75625,38.40119,-159.14687,0.26675,0.7924,-0.14198,-0.52989,0.1
95.0,50.0,-290.0,0.0,30.0,0.0,-4.75625,38.40119,-159.14687,-0.56811,-0.10569,0.21123,0.78833,0.1
95.0,50.0,-290.0,0.0,30.0,30.0,-4.75625,38.40119,-159.14687,-0.45206,-0.33599,0.21386,0.79813,0.1
95.0,50.0,-290.0,0.0,30.0,60.0,-4.75625,38.40119,-159.14687,-0.2975,-0.53916,0.20393,0.76106,0.1
95.0,50.0,-290.0,0.0,30.0,90.0,-4.75625,38.40119,-159.14687,0.11516,0.70135,-0.18207,-0.67948,0.1
95.0,50.0,-290.0,0.0,60.0,0.0,-4.75625,38.40119,-159.14687,-0.35755,-0.00592,0.2417,0.90205,0.1
95.0,50.0,-290.0,0.0,60.0,30.0,-4.75625,38.40119,-159.14687,-0.24714,-0.22931,0.24367,0.90938,0.1
95.0,50.0,-290.0,0.0,60.0,60.0,-4.75625,38.40119,-159.14687,-0.10291,-0.42818,0.23237,0.86722,0.1
95.0,50.0,-290.0,0.0,60.0,90.0,-4.75625,38.40119,-159.14687,0.06485,-0.58889,0.20851,0.77816,0.1
95.0,50.0,-290.0,30.0,0.0,0.0,-4.75625,38.40119,-159.14687,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,50.0,-290.0,30.0,0.0,30.0,-4.75625,38.40119,-159.14687,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,50.0,-290.0,30.0,0.0,60.0,-4.75625,38.40119,-159.14687,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,50.0,-290.0,30.0,0.0,90.0,-4.75625,38.40119,-159.14687,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,50.0,-290.0,30.0,30.0,0.0,-4.75625,38.40119,-159.14687,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,50.0,-290.0,30.0,30.0,30.0,-4.75625,38.40119,-159.14687,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,50.0,-290.0,30.0,30.0,60.0,-4.75625,38.40119,-159.14687,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,50.0,-290.0,30.0,30.0,90.0,-4.75625,38.40119,-159.14687,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,50.0,-290.0,30.0,60.0,0.0,-4.75625,38.40119,-159.14687,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,50.0,-290.0,30.0,60.0,30.0,-4.75625,38.40119,-159.14687,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,50.0,-290.0,30.0,60.0,60.0,-4.75625,38.40119,-159.14687,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,50.0,-290.0,30.0,60.0,90.0,-4.75625,38.40119,-159.14687,0.08042,-0.57737,-0.01203,0.81243,0.1
95.0,50.0,-270.0,0.0,0.0,0.0,4.58165,29.17341,-144.05874,0.73994,0.19827,-0.16637,-0.62089,0.1
95.0,50.0,-270.0,0.0,0.0,30.0,4.58165,29.17341,-144.05874,-0.62085,-0.43024,0.16961,0.63298,0.1
95.0,50.0,-270.0,0.0,0.0,60.0,4.58165,29.17341,-144.05874,0.45946,0.63289,-0.16129,-0.60195,0.1
95.0,50.0,-270.0,0.0,0.0,90.0,4.58165,29.17341,-144.05874,0.26675,0.7924,-0.14198,-0.52989,0.1
95.0,50.0,-270.0,0.0,30.0,0.0,4.58165,29.17341,-144.05874,-0.56811,-0.10569,0.21123,0.78833,0.1
95.0,50.0,-270.0,0.0,30.0,30.0,4.58165,29.17341,-144.05874,-0.45206,-0.33599,0.21386,0.79813,0.1
95.0,50.0,-270.0,0.0,30.0,60.0,4.58165,29.17341,-144.05874,-0.2975,-0.53916,0.20393,0.76106,0.1
95.0,50.0,-270.0,0.0,30.0,90.0,4.58165,29.17341,-144.05874,0.11516,0.70135,-0.18207,-0.67948,0.1
95.0,50.0,-270.0,0.0,60.0,0.0,4.58165,29.17341,-144.05874,-0.35755,-0.00592,0.2417,0.90205,0.1
95.0,50.0,-270.0,0.0,60.0,30.0,4.58165,29.17341,-144.05874,-0.24714,-0.22931,0.24367,0.90938,0.1
95.0,50.0,-270.0,0.0,60.0,60.0,4.58165,29.17341,-144.05874,-0.10291,-0.42818,0.23237,0.86722,0.1
95.0,50.0,-270.0,0.0,60.0,90.0,4.58165,29.17341,-144.05874,0.06485,-0.58889,0.20851,0.77816,0.1
95.0,50.0,-270.0,30.0,0.0,0.0,4.58165,29.17341,-144.05874,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,50.0,-270.0,30.0,0.0,30.0,4.58165,29.17341,-144.05874,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,50.0,-270.0,30.0,0.0,60.0,4.58165,29.17341,-144.05874,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,50.0,-270.0,30.0,0.0,90.0,4.58165,29.17341,-144.05874,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,50.0,-270.0,30.0,30.0,0.0,4.58165,29.17341,-144.05874,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,50.0,-270.0,30.0,30.0,30.0,4.58165,29.17341,-144.05874,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,50.0,-270.0,30.0,30.0,60.0,4.58165,29.17341,-144.05874,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,50.0,-270.0,30.0,30.0,90.0,4.58165,29.17341,-144.05874,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,50.0,-270.0,30.0,60.0,0.0,4.58165,29.17341,-144.05874,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,50.0,-270.0,30.0,60.0,30.0,4.58165,29.17341,-144.05874,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,50.0,-270.0,30.0,60.0,60.0,4.58165,29.17341,-144.05874,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,50.0,-270.0,30.0,60.0,90.0,4.58165,29.17341,-144.05874,0.08042,-0.57737,-0.01203,0.81243,0.1
95.0,50.0,-250.0,0.0,0.0,0.0,13.91955,19.94562,-128.97061,0.73994,0.19827,-0.16637,-0.62089,0.1
95.0,50.0,-250.0,0.0,0.0,30.0,13.91955,19.94562,-128.97061,-0.62085,-0.43024,0.16961,0.63298,0.1
95.0,50.0,-250.0,0.0,0.0,60.0,13.91955,19.94562,-128.97061,0.45946,0.63289,-0.16129,-0.60195,0.1
95.0,50.0,-250.0,0.0,0.0,90.0,13.91955,19.94562,-128.97061,0.26675,0.7924,-0.14198,-0.52989,0.1
95.0,50.0,-250.0,0.0,30.0,0.0,13.91955,19.94562,-128.97061,-0.56811,-0.10569,0.21123,0.78833,0.1
95.0,50.0,-250.0,0.0,30.0,30.0,13.91955,19.94562,-128.97061,-0.45206,-0.33599,0.21386,0.79813,0.1
95.0,50.0,-250.0,0.0,30.0,60.0,13.91955,19.94562,-128.97061,-0.2975,-0.53916,0.20393,0.76106,0.1
95.0,50.0,-250.0,0.0,30.0,90.0,13.91955,19.94562,-128.97061,0.11516,0.70135,-0.18207,-0.67948,0.1
95.0,50.0,-250.0,0.0,60.0,0.0,13.91955,19.94562,-128.97061,-0.35755,-0.00592,0.2417,0.90205,0.1
95.0,50.0,-250.0,0.0,60.0,30.0,13.91955,19.94562,-128.97061,-0.24714,-0.22931,0.24367,0.90938,0.1
95.0,50.0,-250.0,0.0,60.0,60.0,13.91955,19.94562,-128.97061,-0.10291,-0.42818,0.23237,0.86722,0.1
95.0,50.0,-250.0,0.0,60.0,90.0,13.91955,19.94562,-128.97061,0.06485,-0.58889,0.20851,0.77816,0.1
95.0,50.0,-250.0,30.0,0.0,0.0,13.91955,19.94562,-128.97061,0.71473,0.19151,0.0893,-0.66672,0.1
95.0,50.0,-250.0,30.0,0.0,30.0,13.91955,19.94562,-128.97061,-0.597,-0.42083,-0.08324,0.67791,0.1
95.0,50.0,-250.0,30.0,0.0,60.0,13.91955,19.94562,-128.97061,-0.43749,-0.62109,-0.083,0.64496,0.1
95.0,50.0,-250.0,30.0,0.0,90.0,13.91955,19.94562,-128.97061,0.2471,0.77857,0.08837,-0.57005,0.1
95.0,50.0,-250.0,30.0,30.0,0.0,13.91955,19.94562,-128.97061,-0.54486,-0.1,-0.04209,0.83148,0.1
95.0,50.0,-250.0,30.0,30.0,30.0,13.91955,19.94562,-128.97061,-0.43015,-0.32765,-0.03666,0.8404,0.1
95.0,50.0,-250.0,30.0,30.0,60.0,13.91955,19.94562,-128.97061,-0.27743,-0.52842,-0.03808,0.80147,0.1
95.0,50.0,-250.0,30.0,30.0,90.0,13.91955,19.94562,-128.97061,-0.09734,-0.68857,-0.04609,0.71713,0.1
95.0,50.0,-250.0,30.0,60.0,0.0,13.91955,19.94562,-128.97061,-0.33677,-0.00139,-0.00352,0.94158,0.1
95.0,50.0,-250.0,30.0,60.0,30.0,13.91955,19.94562,-128.97061,-0.22765,-0.22219,0.00119,0.94805,0.1
95.0,50.0,-250.0,30.0,60.0,60.0,13.91955,19.94562,-128.97061,-0.08518,-0.4187,-0.00176,0.90412,0.1
95.0,50.0,-250.0,30.0,60.0,90.0,13.91955,19.94562,-128.97061,0.08042,-0.57737,-0.01203,0.81243,0.1
115.0,-50.0,-350.0,0.0,0.0,0.0,-104.8154,-6.0906,-203.96479,0.73994,0.19827,-0.16637,-0.62089,0.1
115.0,-50.0,-350.0,0.0,0.0,30.0,-104.8154,-6.0906,-203.96479,-0.62085,-0.43024,0.16961,0.63298,0.1
115.0,-50.0,-350.0,0.0,0.0,60.0,-104.8154,-6.0906,-203.96479,0.45946,0.63289,-0.16129,-0.60195,0.1
115.0,-50.0,-350.0,0.0,0.0,90.0,-104.8154,-6.0906,-203.96479,0.26675,0.7924,-0.14198,-0.52989,0.1
115.0,-50.0,-350.0,0.0,30.0,0.0,-104.8154,-6.0906,-203.96479,-0.56811,-0.10569,0.21123,0.78833,0.1
115.0,-50.0,-350.0,0.0,30.0,30.0,-104.8154,-6.0906,-203.96479,-0.45206,-0.33599,0.21386,0.79813,0.1
115.0,-50.0,-350.0,0.0,30.0,60.0,-104.8154,-6.0906,-203.96479,-0.2975,-0.53916,0.20393,0.76106,0.1
115.0,-50.0,-350.0,0.0,30.0,90.0,-104.8154,-6.0906,-203.96479,0.11516,0.70135,-0.18207,-0.67948,0.1
115.0,-50.0,-350.0,0.0,60.0,0.0,-104.8154,-6.0906,-203.96479,-0.35755,-0.00592,0.2417,0.90205,0.1
115.0,-50.0,-350.0,0.0,60.0,30.0,-104.8154,-6.0906,-203.96479,-0.24714,-0.22931,0.24367,0.90938,0.1
115.0,-50.0,-350.0,0.0,60.0,60.0,-104.8154,-6.0906,-203.96479,-0.10291,-0.42818,0.23237,0.86722,0.1
115.0,-50.0,-350.0,0.0,60.0,90.0,-104.8154,-6.0906,-203.96479,0.06485,-0.58889,0.20851,0.77816,0.1
115.0,-50.0,-350.0,30.0,0.0,0.0,-104.8154,-6.0906,-203.96479,0.71473,0.19151,0.0893,-0.66672,0.1
115.0,-50.0,-350.0,30.0,0.0,30.0,-104.8154,-6.0906,-203.96479,-0.597,-0.42083,-0.08324,0.67791,0.1
115.0,-50.0,-350.0,30.0,0.0,60.0,-104.8154,-6.0906,-203.96479,-0.43749,-0.62109,-0.083,0.64496,0.1
115.0,-50.0,-350.0,30.0,0.0,90.0,-104.8154,-6.0906,-203.96479,0.2471,0.77857,0.08837,-0.57005,0.1
115.0,-50.0,-350.0,30.0,30.0,0.0,-104.8154,-6.0906,-203.96479,-0.54486,-0.1,-0.04209,0.83148,0.1
115.0,-50.0,-350.0,30.0,30.0,30.0,-104.8154,-6.0906,-203.96479,-0.43015,-0.32765,-0.03666,0.8404,0.1
115.0,-50.0,-350.0,30.0,30.0,60.0,-104.8154,-6.0906,-203.96479,-0.27743,-0.52842,-0.03808,0.80147,0.1
115.0,-50.0,-350.0,30.0,30.0,90.0,-104.8154,-6.0906,-203.96479,-0.09734,-0.68857,-0.04609,0.71713,0.1
115.0,-50.0,-350.0,30.0,60.0,0.0,-104.8154,-6.0906,-203.96479,-0.33677,-0.00139,-0.00352,0.94158,0.1
115.0,-50.0,-350.0,30.0,60.0,30.0,-104.8154,-6.0906,-203.96479,-0.22765,-0.22219,0.00119,0.94805,0.1
115.0,-50.0,-350.0,30.0,60.0,60.0,-104.8154,-6.0906,-203.96479,-0.08518,-0.4187,-0.00176,0.90412,0.1
115.0,-50.0,-350.0,30.0,60.0,90.0,-104.8154,-6.0906,-203.96479,0.08042,-0.57737,-0.01203,0.81243,0.1
